"gene_name"	"description"	"transcript_name"	"refseq_protein"
"TRIM9"	"E3 ubiquitin-protein ligase TRIM9 isoform 1"	"NM_015163"	"NP_055978"
"CHD2"	"chromodomain-helicase-DNA-binding protein 2 isoform 1"	"NM_001271"	"NP_001262"
"FOXK1"	"forkhead box protein K1"	"NM_001037165"	"NP_001032242"
"NELL2"	"protein kinase C-binding protein NELL2 isoform c precursor"	"NM_001145109"	"NP_001138581"
"LTV1"	"protein LTV1 homolog isoform 1"	"NM_032860"	"NP_116249"
"PHOSPHO2"	"pyridoxal phosphate phosphatase PHOSPHO2"	"NM_001008489"	"NP_001008489"
"NRARP"	"notch-regulated ankyrin repeat-containing protein"	"NM_001004354"	"NP_001004354"
"LRRN2"	"leucine-rich repeat neuronal protein 2 precursor"	"NM_006338"	"NP_006329"
"TESC"	"calcineurin B homologous protein 3 isoform 2"	"NM_001168325"	"NP_001161797"
"RNF146"	"E3 ubiquitin-protein ligase RNF146 isoform a"	"NM_001242845"	"NP_001229774"
"OCIAD1"	"OCIA domain-containing protein 1 isoform 2"	"NM_001079842"	"NP_001073311"
"MALSU1"	"mitochondrial assembly of ribosomal large subunit protein 1"	"NM_138446"	"NP_612455"
"OXR1"	"oxidation resistance protein 1 isoform 4"	"NM_001198533"	"NP_001185462"
"C9orf16"	"UPF0184 protein C9orf16"	"NM_024112"	"NP_077017"
"TBRG1"	"transforming growth factor beta regulator 1"	"NM_032811"	"NP_116200"
"ASPG"	"60 kDa lysophospholipase"	"NM_001080464"	"NP_001073933"
"EPN2"	"epsin-2 isoform a"	"NM_148921"	"NP_683723"
"PRR4"	"proline-rich protein 4 isoform 2 precursor"	"NM_007244"	"NP_009175"
"PFAS"	"phosphoribosylformylglycinamidine synthase"	"NM_012393"	"NP_036525"
"C1orf21"	"uncharacterized protein C1orf21"	"NM_030806"	"NP_110433"
"TMEM192"	"transmembrane protein 192"	"NM_001100389"	"NP_001093859"
"GPR87"	"G-protein coupled receptor 87"	"NM_023915"	"NP_076404"
"PSD4"	"PH and SEC7 domain-containing protein 4"	"NM_012455"	"NP_036587"
"DBF4B"	"protein DBF4 homolog B isoform 2"	"NM_025104"	"NP_079380"
"SPPL3"	"signal peptide peptidase-like 3"	"NM_139015"	"NP_620584"
"PTCH2"	"protein patched homolog 2 isoform 2"	"NM_001166292"	"NP_001159764"
"GAGE5"	"G antigen 5"	"NM_001475"	"NP_001466"
"C2orf88"	"small membrane A-kinase anchor protein"	"NM_032321"	"NP_115697"
"ANXA2R"	"annexin-2 receptor"	"NM_001014279"	"NP_001014301"
"PDRG1"	"p53 and DNA damage-regulated protein 1"	"NM_030815"	"NP_110442"
"ZNF135"	"zinc finger protein 135 isoform 5"	"NM_001164530"	"NP_001158002"
"ARID4B"	"AT-rich interactive domain-containing protein 4B isoform 1"	"NM_016374"	"NP_057458"
"ZNF662"	"zinc finger protein 662 isoform 1"	"NM_207404"	"NP_997287"
"IARS2"	"isoleucine--tRNA ligase, mitochondrial precursor"	"NM_018060"	"NP_060530"
"KAZN"	"kazrin isoform E"	"NM_201628"	"NP_963922"
"TEKT5"	"tektin-5"	"NM_144674"	"NP_653275"
"FAAP20"	"Fanconi anemia core complex-associated protein 20 isoform 2"	"NM_182533"	"NP_872339"
"ZNF438"	"zinc finger protein 438 isoform a"	"NM_001143767"	"NP_001137239"
"CLDND1"	"claudin domain-containing protein 1 isoform a"	"NM_001040183"	"NP_001035273"
"ZC3H7A"	"zinc finger CCCH domain-containing protein 7A"	"NM_014153"	"NP_054872"
"ETNPPL"	"ethanolamine-phosphate phospho-lyase isoform 1"	"NM_031279"	"NP_112569"
"FOXL1"	"forkhead box protein L1"	"NM_005250"	"NP_005241"
"GTPBP3"	"tRNA modification GTPase GTPBP3, mitochondrial isoform VII"	"NM_001195422"	"NP_001182351"
"USP19"	"ubiquitin carboxyl-terminal hydrolase 19 isoform 2"	"NM_001199161"	"NP_001186090"
"TRIM6"	"tripartite motif-containing protein 6 isoform 3"	"NM_001198645"	"NP_001185574"
"FAT4"	"protocadherin Fat 4 isoform 3 precursor"	"NM_024582"	"NP_078858"
"ERGIC2"	"endoplasmic reticulum-Golgi intermediate compartment protein 2"	"NM_016570"	"NP_057654"
"FCHSD2"	"F-BAR and double SH3 domains protein 2"	"NM_014824"	"NP_055639"
"ASB13"	"ankyrin repeat and SOCS box protein 13"	"NM_024701"	"NP_078977"
"C11orf65"	"uncharacterized protein C11orf65 isoform 1"	"NM_152587"	"NP_689800"
"TTYH1"	"protein tweety homolog 1 isoform 3"	"NM_001201461"	"NP_001188390"
"ZNF16"	"zinc finger protein 16"	"NM_001029976"	"NP_001025147"
"KIAA1683"	"uncharacterized protein KIAA1683 isoform b"	"NM_025249"	"NP_079525"
"ARMCX5"	"armadillo repeat-containing X-linked protein 5"	"NM_001168480"	"NP_001161952"
"RBM47"	"RNA-binding protein 47 isoform a"	"NM_001098634"	"NP_001092104"
"ZNF286A"	"zinc finger protein 286A isoform 2"	"NM_001130842"	"NP_001124314"
"VCY"	"testis-specific basic protein Y 1"	"NM_004679"	"NP_004670"
"EVI2B"	"protein EVI2B precursor"	"NM_006495"	"NP_006486"
"TP53RK"	"TP53-regulating kinase"	"NM_033550"	"NP_291028"
"RIOK2"	"serine/threonine-protein kinase RIO2 isoform 2"	"NM_001159749"	"NP_001153221"
"ZNF438"	"zinc finger protein 438 isoform a"	"NM_001143766"	"NP_001137238"
"TRIM36"	"E3 ubiquitin-protein ligase TRIM36 isoform 1"	"NM_018700"	"NP_061170"
"FBXO25"	"F-box only protein 25 isoform 1"	"NM_183421"	"NP_904357"
"OCIAD1"	"OCIA domain-containing protein 1 isoform 3"	"NM_001079841"	"NP_001073310"
"PDZD3"	"Na(+)/H(+) exchange regulatory cofactor NHE-RF4 isoform 1"	"NM_001168468"	"NP_001161940"
"MXD3"	"max dimerization protein 3 isoform b"	"NM_001142935"	"NP_001136407"
"PGAP2"	"post-GPI attachment to proteins factor 2 isoform 7"	"NM_001256239"	"NP_001243168"
"POC1A"	"POC1 centriolar protein homolog A isoform 1"	"NM_015426"	"NP_056241"
"ACOX3"	"peroxisomal acyl-coenzyme A oxidase 3 isoform a"	"NM_003501"	"NP_003492"
"AKIRIN1"	"akirin-1 isoform 1"	"NM_024595"	"NP_078871"
"MRPS9"	"28S ribosomal protein S9, mitochondrial"	"NM_182640"	"NP_872578"
"CHID1"	"chitinase domain-containing protein 1 isoform a precursor"	"NM_023947"	"NP_076436"
"THYN1"	"thymocyte nuclear protein 1 isoform 2"	"NM_199297"	"NP_954994"
"SH3D19"	"SH3 domain-containing protein 19 isoform 2"	"NM_001128923"	"NP_001122395"
"ZC3H12C"	"probable ribonuclease ZC3H12C"	"NM_033390"	"NP_203748"
"SPHKAP"	"A-kinase anchor protein SPHKAP isoform 2"	"NM_030623"	"NP_085126"
"MRPS27"	"28S ribosomal protein S27, mitochondrial isoform 2"	"NM_015084"	"NP_055899"
"RUSC1"	"RUN and SH3 domain-containing protein 1 isoform b"	"NM_001105204"	"NP_001098674"
"TRIM15"	"tripartite motif-containing protein 15"	"NM_033229"	"NP_150232"
"KRTAP10-7"	"keratin-associated protein 10-7"	"NM_198689"	"NP_941962"
"NPTN"	"neuroplastin isoform c precursor"	"NM_001161363"	"NP_001154835"
"GALNT7"	"N-acetylgalactosaminyltransferase 7"	"NM_017423"	"NP_059119"
"TNN"	"tenascin-N precursor"	"NM_022093"	"NP_071376"
"MORF4L2"	"mortality factor 4-like protein 2"	"NM_001142418"	"NP_001135890"
"CT55"	"cancer/testis antigen 55 isoform 1 precursor"	"NM_001031705"	"NP_001026875"
"E2F8"	"transcription factor E2F8"	"NM_024680"	"NP_078956"
"C4orf26"	"uncharacterized protein C4orf26 isoform 2 precursor"	"NM_178497"	"NP_848592"
"CCDC112"	"coiled-coil domain-containing protein 112 isoform 2"	"NM_152549"	"NP_689762"
"KCTD6"	"BTB/POZ domain-containing protein KCTD6"	"NM_001128214"	"NP_001121686"
"TMEM163"	"transmembrane protein 163"	"NM_030923"	"NP_112185"
"RUNDC3B"	"RUN domain-containing protein 3B isoform a"	"NM_138290"	"NP_612147"
"ANKHD1"	"ankyrin repeat and KH domain-containing protein 1 isoform 4"	"NM_001197030"	"NP_001183959"
"GTF2H2C_2"	"general transcription factor IIH subunit 2-like protein"	"NM_001042490"	"NP_001035955"
"WDFY4"	"WD repeat- and FYVE domain-containing protein 4"	"NM_020945"	"NP_065996"
"CNNM3"	"metal transporter CNNM3 isoform 1 precursor"	"NM_017623"	"NP_060093"
"EPHA10"	"ephrin type-A receptor 10 isoform 3 precursor"	"NM_001099439"	"NP_001092909"
"CCDC36"	"coiled-coil domain-containing protein 36"	"NM_178173"	"NP_835467"
"GSTA5"	"glutathione S-transferase A5"	"NM_153699"	"NP_714543"
"GPR107"	"protein GPR107 isoform 2"	"NM_001136558"	"NP_001130030"
"CAPN13"	"calpain-13"	"NM_144575"	"NP_653176"
"FBXO44"	"F-box only protein 44 isoform 2"	"NM_183413"	"NP_904320"
"KIAA0391"	"mitochondrial ribonuclease P protein 3 isoform 2"	"NM_001256678"	"NP_001243607"
"CCDC151"	"coiled-coil domain-containing protein 151 isoform 1"	"NM_145045"	"NP_659482"
"KLHDC4"	"kelch domain-containing protein 4 isoform 3"	"NM_001184854"	"NP_001171783"
"C4orf33"	"UPF0462 protein C4orf33"	"NM_001099783"	"NP_001093253"
"PHOSPHO2"	"pyridoxal phosphate phosphatase PHOSPHO2"	"NM_001199288"	"NP_001186217"
"RELT"	"tumor necrosis factor receptor superfamily member 19L precursor"	"NM_032871"	"NP_116260"
"AMY1B"	"alpha-amylase 1 precursor"	"NM_001008218"	"NP_001008219"
"PELI3"	"E3 ubiquitin-protein ligase pellino homolog 3 isoform 1"	"NM_145065"	"NP_659502"
"SMCR8"	"Smith-Magenis syndrome chromosomal region candidate gene 8 protein"	"NM_144775"	"NP_658988"
"USP19"	"ubiquitin carboxyl-terminal hydrolase 19 isoform 4"	"NM_006677"	"NP_006668"
"ZNF707"	"zinc finger protein 707 isoform a"	"NM_001100598"	"NP_001094068"
"GPR183"	"G-protein coupled receptor 183"	"NM_004951"	"NP_004942"
"INTS1"	"integrator complex subunit 1"	"NM_001080453"	"NP_001073922"
"DCDC2B"	"doublecortin domain-containing protein 2B"	"NM_001099434"	"NP_001092904"
"LRRC46"	"leucine-rich repeat-containing protein 46"	"NM_033413"	"NP_219481"
"ALG12"	"dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase"	"NM_024105"	"NP_077010"
"SIAH3"	"seven in absentia homolog 3"	"NM_198849"	"NP_942146"
"CALN1"	"calcium-binding protein 8 isoform 1"	"NM_031468"	"NP_113656"
"PDZRN4"	"PDZ domain-containing RING finger protein 4 isoform 2"	"NM_013377"	"NP_037509"
"TRMT61A"	"tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A"	"NM_152307"	"NP_689520"
"FRG2"	"protein FRG2 isoform 2"	"NM_001005217"	"NP_001005217"
"RBM28"	"RNA-binding protein 28 isoform 2"	"NM_001166135"	"NP_001159607"
"CIAO1"	"probable cytosolic iron-sulfur protein assembly protein CIAO1"	"NM_004804"	"NP_004795"
"DEPDC5"	"DEP domain-containing protein 5 isoform 2"	"NM_001007188"	"NP_001007189"
"HYPM"	"huntingtin-interacting protein M"	"NM_012274"	"NP_036406"
"EDC3"	"enhancer of mRNA-decapping protein 3"	"NM_001142444"	"NP_001135916"
"POFUT2"	"GDP-fucose protein O-fucosyltransferase 2 isoform C precursor"	"NM_133635"	"NP_598368"
"ORMDL2"	"ORM1-like protein 2"	"NM_014182"	"NP_054901"
"TRIM49"	"tripartite motif-containing protein 49"	"NM_020358"	"NP_065091"
"ZNF445"	"zinc finger protein 445"	"NM_181489"	"NP_852466"
"FBXO9"	"F-box only protein 9 isoform 2"	"NM_033480"	"NP_258441"
"NAF1"	"H/ACA ribonucleoprotein complex non-core subunit NAF1 isoform b"	"NM_001128931"	"NP_001122403"
"HMCES"	"embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein"	"NM_001006109"	"NP_001006109"
"ZNF382"	"zinc finger protein 382 isoform 2"	"NM_001256838"	"NP_001243767"
"TOX2"	"TOX high mobility group box family member 2 isoform a"	"NM_001098797"	"NP_001092267"
"PTCH2"	"protein patched homolog 2 isoform 1"	"NM_003738"	"NP_003729"
"FGD2"	"FYVE, RhoGEF and PH domain-containing protein 2"	"NM_173558"	"NP_775829"
"SCIN"	"adseverin isoform 1"	"NM_001112706"	"NP_001106177"
"ZNF655"	"zinc finger protein 655 isoform a"	"NM_001009960"	"NP_001009960"
"AZI2"	"5-azacytidine-induced protein 2 isoform b"	"NM_001134432"	"NP_001127904"
"MRPL1"	"39S ribosomal protein L1, mitochondrial precursor"	"NM_020236"	"NP_064621"
"STX18"	"syntaxin-18"	"NM_016930"	"NP_058626"
"TDRD3"	"tudor domain-containing protein 3 isoform 2"	"NM_001146071"	"NP_001139543"
"OGDHL"	"2-oxoglutarate dehydrogenase-like, mitochondrial isoform b"	"NM_001143996"	"NP_001137468"
"ZNF439"	"zinc finger protein 439"	"NM_152262"	"NP_689475"
"CYS1"	"cystin-1"	"NM_001037160"	"NP_001032237"
"TULP3"	"tubby-related protein 3 isoform 1"	"NM_003324"	"NP_003315"
"KCTD11"	"BTB/POZ domain-containing protein KCTD11"	"NM_001002914"	"NP_001002914"
"SERP2"	"stress-associated endoplasmic reticulum protein 2"	"NM_001010897"	"NP_001010897"
"OSCP1"	"protein OSCP1 isoform 2"	"NM_206837"	"NP_996668"
"C17orf62"	"uncharacterized protein C17orf62 isoform a"	"NM_001100407"	"NP_001093877"
"CAPN7"	"calpain-7"	"NM_014296"	"NP_055111"
"GBAS"	"protein NipSnap homolog 2 isoform 2"	"NM_001202469"	"NP_001189398"
"MED18"	"mediator of RNA polymerase II transcription subunit 18"	"NM_001127350"	"NP_001120822"
"PNMA5"	"paraneoplastic antigen-like protein 5"	"NM_001184924"	"NP_001171853"
"COMMD5"	"COMM domain-containing protein 5"	"NM_014066"	"NP_054785"
"C10orf12"	"uncharacterized protein C10orf12"	"NM_015652"	"NP_056467"
"STX19"	"syntaxin-19"	"NM_001001850"	"NP_001001850"
"THYN1"	"thymocyte nuclear protein 1 isoform 1"	"NM_001037305"	"NP_001032382"
"POC5"	"centrosomal protein POC5 isoform 1"	"NM_001099271"	"NP_001092741"
"PWWP2B"	"PWWP domain-containing protein 2B isoform 1"	"NM_138499"	"NP_612508"
"EDC3"	"enhancer of mRNA-decapping protein 3"	"NM_001142443"	"NP_001135915"
"MED7"	"mediator of RNA polymerase II transcription subunit 7"	"NM_001100816"	"NP_001094286"
"C9orf116"	"UPF0691 protein C9orf116 isoform 2"	"NM_144654"	"NP_653255"
"NAALADL2"	"inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2"	"NM_207015"	"NP_996898"
"GEMIN6"	"gem-associated protein 6"	"NM_024775"	"NP_079051"
"FBXO44"	"F-box only protein 44 isoform 1"	"NM_033182"	"NP_149438"
"EMILIN2"	"EMILIN-2 precursor"	"NM_032048"	"NP_114437"
"DEPDC7"	"DEP domain-containing protein 7 isoform 1"	"NM_001077242"	"NP_001070710"
"ZNF398"	"zinc finger protein 398 isoform a"	"NM_170686"	"NP_733787"
"MIS18A"	"protein Mis18-alpha"	"NM_018944"	"NP_061817"
"MIIP"	"migration and invasion-inhibitory protein"	"NM_021933"	"NP_068752"
"VAT1"	"synaptic vesicle membrane protein VAT-1 homolog"	"NM_006373"	"NP_006364"
"RUNDC3A"	"RUN domain-containing protein 3A isoform 2"	"NM_006695"	"NP_006686"
"MVB12B"	"multivesicular body subunit 12B isoform 2"	"NM_001011703"	"NP_001011703"
"FBXO34"	"F-box only protein 34"	"NM_152231"	"NP_689417"
"MRPL39"	"39S ribosomal protein L39, mitochondrial isoform b"	"NM_080794"	"NP_542984"
"ZNF750"	"zinc finger protein 750"	"NM_024702"	"NP_078978"
"TMEM206"	"transmembrane protein 206 isoform 2"	"NM_018252"	"NP_060722"
"ZC3H8"	"zinc finger CCCH domain-containing protein 8"	"NM_032494"	"NP_115883"
"CNNM3"	"metal transporter CNNM3 isoform 2 precursor"	"NM_199078"	"NP_951060"
"KRTAP5-9"	"keratin-associated protein 5-9"	"NM_005553"	"NP_005544"
"TEN1"	"CST complex subunit TEN1"	"NM_001113324"	"NP_001106795"
"THYN1"	"thymocyte nuclear protein 1 isoform 2"	"NM_001037304"	"NP_001032381"
"AHNAK2"	"protein AHNAK2"	"NM_138420"	"NP_612429"
"RASGRP4"	"RAS guanyl-releasing protein 4 isoform b"	"NM_001146202"	"NP_001139674"
"ZNF771"	"zinc finger protein 771"	"NM_016643"	"NP_057727"
"NHLRC2"	"NHL repeat-containing protein 2"	"NM_198514"	"NP_940916"
"LMBRD2"	"LMBR1 domain-containing protein 2"	"NM_001007527"	"NP_001007528"
"ARRDC4"	"arrestin domain-containing protein 4"	"NM_183376"	"NP_899232"
"METTL17"	"methyltransferase-like protein 17, mitochondrial isoform 2 precursor"	"NM_022734"	"NP_073571"
"CROT"	"peroxisomal carnitine O-octanoyltransferase isoform 1"	"NM_001143935"	"NP_001137407"
"TMEM174"	"transmembrane protein 174"	"NM_153217"	"NP_694949"
"GIMAP4"	"GTPase IMAP family member 4"	"NM_018326"	"NP_060796"
"AEBP2"	"zinc finger protein AEBP2 isoform b"	"NM_001114176"	"NP_001107648"
"ZNF277"	"zinc finger protein 277"	"NM_021994"	"NP_068834"
"TDRD12"	"putative ATP-dependent RNA helicase TDRD12"	"NM_001110822"	"NP_001104292"
"PTGES3L-AARSD1"	"PTGES3L-AARSD1 protein isoform 1"	"NM_001136042"	"NP_001129514"
"CCDC43"	"coiled-coil domain-containing protein 43 isoform 2"	"NM_001099225"	"NP_001092695"
"TCTN3"	"tectonic-3 isoform a precursor"	"NM_015631"	"NP_056446"
"ANKRD66"	"ankyrin repeat domain-containing protein 66"	"NM_001162435"	"NP_001155907"
"RUSC1"	"RUN and SH3 domain-containing protein 1 isoform c"	"NM_001105205"	"NP_001098675"
"MLX"	"max-like protein X isoform gamma"	"NM_170607"	"NP_733752"
"THAP11"	"THAP domain-containing protein 11"	"NM_020457"	"NP_065190"
"DUOXA2"	"dual oxidase maturation factor 2"	"NM_207581"	"NP_997464"
"NUSAP1"	"nucleolar and spindle-associated protein 1 isoform 4"	"NM_001243142"	"NP_001230071"
"GPR107"	"protein GPR107 isoform 1 precursor"	"NM_001136557"	"NP_001130029"
"DCAF11"	"DDB1- and CUL4-associated factor 11 isoform 1"	"NM_025230"	"NP_079506"
"FBXO24"	"F-box only protein 24 isoform 4"	"NM_001163499"	"NP_001156971"
"FNIP1"	"folliculin-interacting protein 1 isoform 2"	"NM_001008738"	"NP_001008738"
"THOC6"	"THO complex subunit 6 homolog isoform 2"	"NM_001142350"	"NP_001135822"
"MORF4L2"	"mortality factor 4-like protein 2"	"NM_001142428"	"NP_001135900"
"NCCRP1"	"F-box only protein 50"	"NM_001001414"	"NP_001001414"
"RDM1"	"RAD52 motif-containing protein 1 isoform 4"	"NM_001163121"	"NP_001156593"
"RIOK1"	"serine/threonine-protein kinase RIO1 isoform 1"	"NM_031480"	"NP_113668"
"KIZ"	"centrosomal protein kizuna isoform 2"	"NM_001163022"	"NP_001156494"
"C22orf31"	"uncharacterized protein C22orf31"	"NM_015370"	"NP_056185"
"CCDC91"	"coiled-coil domain-containing protein 91 isoform 1"	"NM_018318"	"NP_060788"
"RUSC1"	"RUN and SH3 domain-containing protein 1 isoform a"	"NM_001105203"	"NP_001098673"
"UBXN2B"	"UBX domain-containing protein 2B isoform 1"	"NM_001077619"	"NP_001071087"
"IRX2"	"iroquois-class homeodomain protein IRX-2"	"NM_033267"	"NP_150366"
"RIPPLY1"	"protein ripply1 isoform 1"	"NM_138382"	"NP_612391"
"XPO7"	"exportin-7"	"NM_015024"	"NP_055839"
"MTPN"	"myotrophin"	"NM_145808"	"NP_665807"
"GATAD2A"	"transcriptional repressor p66-alpha isoform 2"	"NM_017660"	"NP_060130"
"RINT1"	"RAD50-interacting protein 1"	"NM_021930"	"NP_068749"
"ODF3B"	"outer dense fiber protein 3B"	"NM_001014440"	"NP_001014440"
"TMEM106C"	"transmembrane protein 106C isoform a"	"NM_001143842"	"NP_001137314"
"SPATA5"	"spermatogenesis-associated protein 5 isoform 1"	"NM_145207"	"NP_660208"
"KLLN"	"killin"	"NM_001126049"	"NP_001119521"
"NRIP2"	"nuclear receptor-interacting protein 2"	"NM_031474"	"NP_113662"
"CCDC124"	"coiled-coil domain-containing protein 124"	"NM_138442"	"NP_612451"
"PNMA5"	"paraneoplastic antigen-like protein 5"	"NM_001103150"	"NP_001096620"
"RC3H2"	"roquin-2 isoform 2"	"NM_018835"	"NP_061323"
"MFHAS1"	"malignant fibrous histiocytoma-amplified sequence 1"	"NM_004225"	"NP_004216"
"MFSD5"	"molybdate-anion transporter isoform 2 precursor"	"NM_032889"	"NP_116278"
"CHID1"	"chitinase domain-containing protein 1 isoform a precursor"	"NM_001142675"	"NP_001136147"
"PKDCC"	"extracellular tyrosine-protein kinase PKDCC precursor"	"NM_138370"	"NP_612379"
"ASCL4"	"achaete-scute homolog 4"	"NM_203436"	"NP_982260"
"DCAF11"	"DDB1- and CUL4-associated factor 11 isoform 1"	"NM_001163484"	"NP_001156956"
"SDCCAG3"	"serologically defined colon cancer antigen 3 isoform 1"	"NM_001039707"	"NP_001034796"
"RNF139"	"E3 ubiquitin-protein ligase RNF139"	"NM_007218"	"NP_009149"
"GFRA4"	"GDNF family receptor alpha-4 isoform b precursor"	"NM_145762"	"NP_665705"
"KIAA0430"	"meiosis arrest female protein 1 isoform 2"	"NM_001184998"	"NP_001171927"
"LY6H"	"lymphocyte antigen 6H isoform b precursor"	"NM_001130478"	"NP_001123950"
"RNF219"	"RING finger protein 219"	"NM_024546"	"NP_078822"
"FUNDC2"	"FUN14 domain-containing protein 2"	"NM_023934"	"NP_076423"
"METTL16"	"methyltransferase-like protein 16"	"NM_024086"	"NP_076991"
"GPD1L"	"glycerol-3-phosphate dehydrogenase 1-like protein"	"NM_015141"	"NP_055956"
"GGT7"	"gamma-glutamyltransferase 7"	"NM_178026"	"NP_821158"
"WBP1L"	"WW domain binding protein 1-like isoform 2"	"NM_017787"	"NP_060257"
"POFUT2"	"GDP-fucose protein O-fucosyltransferase 2 isoform A precursor"	"NM_015227"	"NP_056042"
"C12orf10"	"UPF0160 protein MYG1, mitochondrial precursor"	"NM_021640"	"NP_067653"
"MSC"	"musculin"	"NM_005098"	"NP_005089"
"FBXO6"	"F-box only protein 6"	"NM_018438"	"NP_060908"
"MRPS26"	"28S ribosomal protein S26, mitochondrial"	"NM_030811"	"NP_110438"
"PCYOX1"	"prenylcysteine oxidase 1 precursor"	"NM_016297"	"NP_057381"
"INTS4"	"integrator complex subunit 4"	"NM_033547"	"NP_291025"
"ZNF440"	"zinc finger protein 440"	"NM_152357"	"NP_689570"
"ACSS2"	"acetyl-coenzyme A synthetase, cytoplasmic isoform 2"	"NM_001076552"	"NP_001070020"
"FBXO15"	"F-box only protein 15 isoform 1"	"NM_152676"	"NP_689889"
"DEPDC7"	"DEP domain-containing protein 7 isoform 2"	"NM_139160"	"NP_631899"
"C2orf16"	"uncharacterized protein C2orf16"	"NM_032266"	"NP_115642"
"LRRC34"	"leucine-rich repeat-containing protein 34 isoform 3"	"NM_153353"	"NP_699184"
"THOC6"	"THO complex subunit 6 homolog isoform 1"	"NM_024339"	"NP_077315"
"KRTAP19-7"	"keratin-associated protein 19-7"	"NM_181614"	"NP_853645"
"TRIM10"	"tripartite motif-containing protein 10 isoform 2"	"NM_052828"	"NP_439893"
"IGFLR1"	"IGF-like family receptor 1 precursor"	"NM_024660"	"NP_078936"
"LRFN4"	"leucine-rich repeat and fibronectin type-III domain-containing protein 4 precursor"	"NM_024036"	"NP_076941"
"PGAP2"	"post-GPI attachment to proteins factor 2 isoform 8"	"NM_001256240"	"NP_001243169"
"TOX2"	"TOX high mobility group box family member 2 isoform c"	"NM_001098796"	"NP_001092266"
"WDR86"	"WD repeat-containing protein 86 isoform 2"	"NM_198285"	"NP_938026"
"TIMM17A"	"mitochondrial import inner membrane translocase subunit Tim17-A"	"NM_006335"	"NP_006326"
"CPSF3L"	"integrator complex subunit 11 isoform 2"	"NM_017871"	"NP_060341"
"MORF4L2"	"mortality factor 4-like protein 2"	"NM_001142427"	"NP_001135899"
"ZC3H18"	"zinc finger CCCH domain-containing protein 18 isoform 2"	"NM_144604"	"NP_653205"
"NIP7"	"60S ribosome subunit biogenesis protein NIP7 homolog isoform 1"	"NM_016101"	"NP_057185"
"CCDC42"	"coiled-coil domain-containing protein 42A isoform 1"	"NM_144681"	"NP_653282"
"BIVM"	"basic immunoglobulin-like variable motif-containing protein isoform a"	"NM_017693"	"NP_060163"
"RUNDC3B"	"RUN domain-containing protein 3B isoform b"	"NM_001134405"	"NP_001127877"
"RLF"	"zinc finger protein Rlf"	"NM_012421"	"NP_036553"
"MLX"	"max-like protein X isoform beta"	"NM_198204"	"NP_937847"
"TMEM126B"	"complex I assembly factor TMEM126B, mitochondrial isoform c"	"NM_001193538"	"NP_001180467"
"ZNF655"	"zinc finger protein 655 isoform f"	"NM_001083956"	"NP_001077425"
